Equipment,Description,Location,Cost Center,Planning plant,ManufSerialNo.,Acquistion date,Room,Sort field
220076066,Seat & Stud - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076067,Caulking - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076068,SZA Boot Press - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076069,Plug Stamp - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076070,TZ5 Bushing - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076071,17 CRV Lower Balljoint,ASY,22ASY11127,2210,,,,PLANT 1 2017
220076072,UNI Pin and Plug Press Machine,HON,22HON11437,2220,UA6810,,,PLANT 2 2017
220076073,TRE ASSY LINE 5,ASY,22ASY11147,2210,,,,PLANT 1 2017
220076074,Laser Marking Machine,FRD,22FRD11429,2220,UA4730A,,,PLANT 2 2017
220076075,Laser Marking Machine,FRD,22FRD11424,2220,UA5230A,,,PLANT 2 2017
220076076,Circlip Station - S Line,ASY,22ASY11380,2210,,,,PLANT 1 2017
220076077,Tie Rod Assy Line 4,ASY,22ASY11148,2210,,,,PLANT 1 2017
220076078,Camshaft Assembly Machine,,22CAM00000,2220,,,,WATERLOO 2017
220076079,UNI Plug Press Machine,HON,22HON11411,2220,UA6960,,,PLANT 2 2017
220076080,Camshaft Prototype Assembly Cell,,,2220,,,,WATERLOO 2017
220076081,Seat & Stud Press Cell,,,2210,,,,SCRAP BEFORE SAP
220076082,Caulking Cell,,,2210,,,,SCRAP BEFORE SAP
220076083,Boot Assembly Cell,,,2210,,,,SCRAP BEFORE SAP
220076084,UNI Sensor Ring Press Fit M/C,FRD,22FRD11425,2220,UA7400,,,PLANT 2 2017
220076085,RDX TJB RR Control Arm,ASY,,2210,,,,WATERLOO 2017
220076086,RDX TJB Front Lower Cell 1,ASY,,2210,,,,WATERLOO 2017
220076087,Unused -  Rename When Needed,,,,,,,N/A
220076088,17 CRV TRE BJ Assy,ASY,,2210,,,,WATERLOO 2017
220076089,UNI Seal Ring Assembly M/C,FRD,22FRD11425,2220,UA7410,,,PLANT 2 2017
220076090,UNI Pin and Plug Press,HON,22HON11418,2220,UA7520,,,PLANT 2 2017
220076091,LBJ ASSY Line 6,ASY,,2210,,,,PLANT 1 2017
220076092,19 RDX Assembly Machine,ASY,,2210,,,,WATERLOO 2017
220079002,Amada Saw,FOR,22FOR11300,2210,1060,,,PLANT 1 2017
220079102,MSI-115,CLP,22CLP11316,2210,0911S1400A,05/01/2001,,PLANT 1 2017
220079103,MSI-115,CLP,22CLP11315,2210,0911S1400B,05/01/2001,,PLANT 1 2017
220079104,MSI-115,CLP,22CLP11314,2210,0911S1400C,05/01/2001,,SCRAP BEFORE SAP
220079106,MSI-115,,2200000000,2210,0911S1400E,05/01/2001,,SCRAP BEFORE SAP
220079107,MSI-115,,2200000000,2210,0911S1400F,05/01/2001,,SCRAP BEFORE SAP
220079108,MSI-115,CLP,22CLP11317,2210,0911S1555B,03/01/2002,,PLANT 1 2017
220079109,MSI-115,CLP,22CLP11318,2210,0911S1555A,03/01/2002,,PLANT 1 2017
220079111,MSI-115,CLP,22CLP11321,2210,1198S1790A,07/01/2003,,PLANT 1 2017
220079112,MSI-115,CLP,22CLP11322,2210,1198S1790B,08/01/2003,,SCRAP BEFORE SAP
220079113,DEBURRMAC,HON,22HON11411,2220,M731F,11/01/2004,,SCRAP BEFORE SAP
220079114,CAM BUFFING MACHINE,FRD,22FRD11425,2220,M733B(UA2770),11/01/2004,,PLANT 2 2017
220079115,CAMSHAFT WASHER,HON,22HON11413,2220,046950,11/01/2004,,WAREHOUSE 2017
220079118,DEBURRING MACHINE,DCX,22DCX11403,2220,M900D,02/01/2006,,PLANT 2 2017
220079119,WASHER,DCX,22DCX11403,2220,6030,02/01/2006,,PLANT 2 2017
220079120,DEBURRING & WASHING MACHINE,HYC,22DCX11404,2220,UA1110,,,PLANT 2 2017
220079121,DEBURRING MACHINE,HYC,22DCX11404,2220,UA1170,,,PLANT 2 2017
220079122,WASHING MACHINE,HYC,22DCX11404,2220,08-6249,,,PLANT 2 2017
220079123,MSI-101 DEBURRING,HON,22HON11411,2220,0982S1508B,,,SCRAP BEFORE SAP
220079124,WASHER,HON,22HON11411,2220,4L42,,,SCRAP 2017
220079125,DEBURRING,HON,22HON11411,2220,0982S1508A,,,SCRAP BEFORE SAP
220079126,WASHER,HON,22HON11411,2220,,,,SCRAP 2017
220079127,DEBURRING,HON,22HON11413,2220,UA1960,,,SCRAP BEFORE SAP
220079128,UNI WASHING MACHINE,FRD,22FRD11429,2220,UA4710,08/01/2013,,PLANT 2 2017
220079129,ENOMOTO DE-BURRING MACHINE,FRD,22FRD11429,2220,59999271,08/01/2013,,PLANT 2 2017
220079130,DE-BURRING MACHIN UNI,HON,22HON11416,2220,UA4920,09/01/2013,,PLANT 2 2017
220079131,WASHING MACHINE UNI,HON,22HON11416,2220,UA4940,09/01/2013,,PLANT 2 2017
220079132,ENOMOTO DE-BURRING MACHINE,FRD,22FRD11424,2220,S2729,,,PLANT 2 2017
220079133,UNI WASHING MACHINE,FRD,22FRD11424,2220,UA5200,,,PLANT 2 2017
220079134,UNI De-Burring Machine,HON,22HON11437,2220,UA6790,,,PLANT 2 2017
220079135,UNI Washing Machine,HON,22HON11437,2220,UA6800,,,PLANT 2 2017
220079136,UNI De-Burring Machine,HON,22HON11411,2220,UA6940,,,PLANT 2 2017
220079137,UNI Washing / De-burr Machine,HON,22HON11411,2220,UA6950,,,PLANT 2 2017
220079169,HEAT TREAT,HTR,22HTR11301,2210,,,,PLANT 1 2017
220079223,WASHER,HON,22HON11413,2220,UA2210,,,SCRAP 2017
220079228,CNC BURNIS,STD,22STD11244,2210,FM 991-601,09/01/2004,,SCRAP BEFORE SAP
220079229,CNC BURNIS,STD,22STD11244,2210,FM 991-602,09/01/2004,,SCRAP BEFORE SAP
220079232,HOKOKUWASH,STD,22STD11244,2210,99-6536,09/01/2004,,SCRAP BEFORE SAP
220079233,DUNNAGE WASHER,,2200000000,2210,,,,PLANT 2 2017
220079234,WASHER,FRD,22FRD11425,2220,UA2920,01/01/2011,,PLANT 2 2017
220079235,UNI CAM DEBUR MACHINE FINISHING,HON,22HON11411,2220,UA4670,,,WAREHOUSE 2017
220079236,UNI CAM DEBURR MACHINE FINISHING,HON,22HON11411,2220,UA4680,,,WAREHOUSE 2017
220079237,Kataoka Header Washer,HDR,22HDR11305,2210,15-6933,07/01/2016,,PLANT 1 2017
220079238,UNI De-Burring Machine,HON,22HON11418,2220,UA7500,,,PLANT 2 2017
220079239,UNI Washing Machine,HON,22HON11418,2220,UA7510,,,PLANT 2 2017
220081001,S-Line Robot,ASY,22ASY11380,2210,,,,PLANT 1 2017
220081002,ROBOT,ASY,22ASY11120,2210,,,,WAREHOUSE 2017
220081003,ROBOT,ASY,22ASY11350,2210,,,,PLANT 1 2017
220081004,MOTOMAN HP6-10 ROBOT,ASY,22ASY11140,2210,83550002,,,PLANT 1 2017
220081005,TOTAL SYSTEM TS FANUC ROBOT,FRD,22FRD11429,2220,J2000087003-00,08/01/2013,,PLANT 2 2017
220081006,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11429,2220,J2000087005-00,08/01/2013,,PLANT 2 2017
220081007,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11429,2220,J2100087003-00,08/01/2013,,PLANT 2 2017
220081008,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11429,2220,J2100087003-10,08/01/2013,,PLANT 2 2017
220081009,KONDOH ROBOT,HON,22HON11416,2220,R13501450,09/01/2013,,PLANT 2 2017
220081010,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11423,2220,J2100087009-00,,,PLANT 2 2017
220081011,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11423,2220,J2100087010-00,,,PLANT 2 2017
220081012,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11424,2220,J2100087005-00,,,PLANT 2 2017
220081013,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11424,2220,J2100087007-00,,,PLANT 2 2017
220081014,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11424,2220,J2100087008-00,,,PLANT 2 2017
220081015,TOTAL SYSTEM FANUC ROBOT,FRD,22FRD11424,2220,J2100087009-00,,,PLANT 2 2017
220081016,Fanuc AP2T Robot,HON,22HON11437,2220,E15130412,,,PLANT 2 2017
220081017,Fanuc AP2T-6A0 Robot,HON,22HON11418,2220,E16831204,,,PLANT 2 2017
220082001,KR102,CLP,22CLP11316,2210,CA0262,05/01/2001,,PLANT 1 2017
220082002,KR102,CLP,22CLP11316,2210,CA0263,05/01/2001,,PLANT 1 2017
220082003,KR102,CLP,22CLP11316,2210,CA0264,05/01/2001,,PLANT 1 2017
220082004,KR102,CLP,22CLP11315,2210,CA0265,05/01/2001,,PLANT 1 2017
220082005,KR102,CLP,22CLP11315,2210,CA0266,05/01/2001,,PLANT 1 2017
220082006,KR102,CLP,22CLP11314,2210,CA0273,05/01/2001,,WAREHOUSE 2017
220082007,KR102,CLP,22CLP11314,2210,CA0274,05/01/2001,,WAREHOUSE 2017
220082008,KR102,HSG,22HSG11272,2210,CA0271,05/01/2001,,PLANT 1 2017
220082009,KR102,,2200000000,2210,CA0272,05/01/2001,,SCRAP BEFORE SAP
220082010,LBJ 5 KR102,HSG,22HSG11287,2210,CA0267,05/01/2001,,WAREHOUSE 2017
220082011,KR102,,2200000000,2210,CA0268,05/01/2001,,SCRAP BEFORE SAP
220082012,KR102,HSG,22HSG11205,2210,CA0269,05/01/2001,,PLANT 1 2017
220082013,KR102,,2200000000,2210,CA0270,05/01/2001,,SCRAP BEFORE SAP
220082014,KR102,CLP,22CLP11317,2210,,03/01/2002,,PLANT 1 2017
220082015,KR102,CLP,22CLP11317,2210,,03/01/2002,,PLANT 1 2017
220082016,KR102,CLP,22CLP11317,2210,,03/01/2002,,PLANT 1 2017
220082017,KR102,CLP,22CLP11318,2210,,03/01/2002,,PLANT 1 2017
220082018,KR102,CLP,22CLP11318,2210,,03/01/2002,,PLANT 1 2017
220082019,KR102,CLP,22CLP11318,2210,,03/01/2002,,PLANT 1 2017
220082020,OKUMA LOADER,CLP,22CLP11317,2210,,03/01/2002,,PLANT 1 2017
220082021,OKUMA LOADER,CLP,22CLP11318,2210,,03/01/2002,,PLANT 1 2017
220082022,KR102,CLP,22CLP11315,2210,CA0330,03/01/2002,,PLANT 1 2017
220082027,KR102,CLP,22CLP11321,2210,CA0368,07/01/2003,,PLANT 1 2017
220082028,KR102,CLP,22CLP11321,2210,CA0369,07/01/2003,,PLANT 1 2017
220082029,KR102,CLP,22CLP11321,2210,CA0370,07/01/2003,,PLANT 1 2017
220082030,KR102,CLP,22CLP11322,2210,CA0371,07/01/2003,,SCRAP BEFORE SAP
220082031,KR102,CLP,22CLP11322,2210,CA0372,07/01/2003,,SCRAP BEFORE SAP
220082032,KR102,CLP,22CLP11322,2210,CA0373,07/01/2003,,SCRAP BEFORE SAP
220082033,KONDO LATHING LOADER,GMC,22GMC11415,2220,BF0569,11/01/2004,,SCRAP BEFORE SAP
220082034,KONDO TL L,HON,22HON11411,2220,BF0570,11/01/2004,,SCRAP BEFORE SAP
220082035,KONDO TL LOADER,HON,22HON11413,2220,BF0571,11/01/2004,,SCRAP BEFORE SAP
220082036,KONDO TL LOADER,STD,22STD11255,2210,BF0572,11/01/2004,,PLANT 1 2017
220082037,KONDO MILLING LOADER,GMC,22GMC11415,2220,BF0573,11/01/2004,,SCRAP BEFORE SAP
220082038,KONDO TL LOADER,HON,22HON11411,2220,BF0574,11/01/2004,,SCRAP BEFORE SAP
220082039,KONDO J.G. LOADER,GMC,22GMC11415,2220,BF0575,11/01/2004,,SCRAP BEFORE SAP
220082040,LN1-3 JOURNAL LOADER,,2200000000,2210,TA-1072(MGRC5487),04/01/2005,,SCRAP BEFORE SAP
220082044,KONDO LOADER,DCX,22DCX11403,2220,BF0656,02/01/2006,,PLANT 2 2017
220082045,KONDO LOADER,DCX,22DCX11403,2220,BF0657,02/01/2006,,PLANT 2 2017
220082046,KONDO LOADER,DCX,22DCX11403,2220,BF0658,02/01/2006,,PLANT 2 2017
220082047,KONDO LOADER,DCX,22DCX11403,2220,CA0499,02/01/2006,,PLANT 2 2017
220082051,LOADER,HYC,22DCX11404,2220,BF0838,,,PLANT 2 2017
220082052,KONDO LOADER,HYC,22DCX11404,2220,BF0839,,,PLANT 2 2017
220082053,KONDO LOADER,HYC,22DCX11404,2220,BF0840A,,,PLANT 2 2017
220082054,KONDO LOADER,HYC,22DCX11404,2220,BF0840B,,,PLANT 2 2017
220082055,LOADER,HON,22HON11411,2220,,,,SCRAP BEFORE SAP
220082056,LOADER,HON,22HON11411,2220,M4122,,,PLANT 2 2017
220082057,LOADER,HON,22HON11413,2220,M4121,,,SCRAP BEFORE SAP
220082058,LOADER,HON,22HON11413,2220,,,,SCRAP BEFORE SAP
220082059,Pump lobe Kondoh Loader,FRD,22FRD11429,2220,BF0958,,,PLANT 2 2017
220082060,LOADER,HON,22HON11413,2220,UA2210,,,SCRAP BEFORE SAP
220082061,Auto-Loader for 1200t Press,F12,22F1211304,2210,0114,,,PLANT 1 2017
220082062,KONDOH MILLING LOADER,FRD,22FRD11429,2220,62BF-1120,08/01/2013,,PLANT 2 2017
220082063,KONDOH LATHING LOADER,FRD,22FRD11429,2220,62BF-1121,08/01/2013,,PLANT 2 2017
220082064,KONDOH JOURNAL GRINDING LOADER,FRD,22FRD11429,2220,62BF-1122,08/01/2013,,PLANT 2 2017
220082065,KONDOH CAM GRINDING LOADER,FRD,22FRD11429,2220,62BF-1123,08/01/2013,,PLANT 2 2017
220082066,KONDOH MILLING LOADER,HON,22HON11416,2220,BF1135,09/01/2013,,PLANT 2 2017
220082067,KONDOH LATHING LOADER,HON,22HON11416,2220,BF1136,09/01/2013,,PLANT 2 2017
220082068,KONDOH MILLING LOADER,HON,22HON11416,2220,BF1137,09/01/2013,,PLANT 2 2017
220082069,KONDOH JOURNAL GRINDING LOADER,HON,22HON11416,2220,BF1138,09/01/2013,,PLANT 2 2017
220082070,KONDOH CAM GRINDING LOADER,HON,22HON11416,2220,BF1139,09/01/2013,,PLANT 2 2017
220082071,KONDOH MILLING LOADER,FRD,22FRD11423,2220,BF-1162,,,PLANT 2 2017
220082072,KONDOH MILLING LOADER,FRD,22FRD11423,2220,BF-1164,,,PLANT 2 2017
220082073,KONDOH JOURNAL GRINDING LOADER,FRD,22FRD11423,2220,BF-1160,,,PLANT 2 2017
220082074,KONDOH MILLING LOADER,FRD,22FRD11424,2220,BF-1161,,,PLANT 2 2017
220082075,KONDOH LATHING LOADER,FRD,22FRD11424,2220,BF-1163,,,PLANT 2 2017
220082076,KONDOH JOURNAL GRINDING LOADER,FRD,22FRD11424,2220,BF-1159,,,PLANT 2 2017
220082077,KONDOH CAM GRINDING LOADER,FRD,22FRD11424,2220,BF-1158,,,PLANT 2 2017
220082078,MAP-C Milling Loader,HON,22HON11437,2220,82078,,,PLANT 2 2017
220082079,MAP-C Lathing Loader,HON,22HON11437,2220,82079,,,PLANT 2 2017
220082080,Kondoh Gun-Drill loader,HON,22HON11437,2220,62-BF1283,,,PLANT 2 2017
220082081,Kondoh Milling Loader,HON,22HON11437,2220,62-BF1284,,,PLANT 2 2017
220082082,Kondoh Journal Grinding Loader,HON,22HON11437,2220,62-BF1285-1,,,PLANT 2 2017
220082083,Kondoh Cam Grinding Loader,HON,22HON11437,2220,62-BF1285-2,,,PLANT 2 2017
220082084,TRE 6 Mill Loader,HSG,22HSG11281,2210,,,,PLANT 1 2017
220082085,TRE 7 Mill Loader,HSG,22HSG11283,2210,,,,PLANT 1 2017
220082086,TRE 8 Mill Loader,HSG,22HSG11285,2210,,,,PLANT 1 2017
220082087,KONDOH MILLING LOADER,FRD,22FRD11425,2220,BF1333,,,PLANT 2 2017
220082088,Kondoh Lathing loader,FRD,22FRD11425,2220,BF1334,,,PLANT 2 2017
220082089,Kondoh Journal Grinding Loader,FRD,22FRD11425,2220,BF1335,,,PLANT 2 2017
220082090,Kondoh Milling Loader,HON,22HON11418,2220,BF1363,,,PLANT 2 2017
220082091,Kondoh Lathing Loader,HON,22HON11418,2220,BF1364,,,PLANT 2 2017
220082092,Kondoh Gun-Drill Loader,HON,22HON11418,2220,BF1365,,,PLANT 2 2017
220082093,Kondoh Milling Loader,HON,22HON11418,2220,BF1366,,,PLANT 2 2017
220082094,Kondoh Journal Grinding Loader,HON,22HON11418,2220,BF1367,,,PLANT 2 2017
220082095,Kondoh Cam Grinding Loader,HON,22HON11418,2220,BF1368,,,PLANT 2 2017
220082096,Kondoh Cam Grinding to Finishing Loader,HON,22HON11418,2220,BF1380,,,PLANT 2 2017
220082097,Loader - LBJ HSG 7 Mill,HSG,22HSG11288,2210,,,,
220084001,BACH OVEN,HDR,22HDR11501,2210,91344,06/01/2004,,PLANT 1 2017
220084002,NORMALIZING OVEN,F12,22F1211304,2210,23001-2,01/08/2010,,PLANT 1 2017
220084003,HEAT TREAT,HTR,22HTR11301,2210,,,,PLANT 1 2017
220084004,J016,HTR,22HTR11301,2210,HEAT TREAT,,,PLANT 1 2017
220084005,HEAT TREAT,HTR,22HTR11301,2210,,,,PLANT 1 2017
220084006,INDUCTION HEATER,F12,22F1211304,2210,,,,PLANT 1 2017
220084007,STATISCAN INDUCTOHEAT MACHINE,FRD,22FRD11424,2220,ME31450,,,PLANT 2 2017
220087001,GREASESYS,ASY,22ASY11380,2210,,02/01/2003,,PLANT 1 2017
220088012,ATLAS I10 COMPRESSOR #1,,2200000000,2210,AIF.087605,,,PLANT 2 2017
220088013,ATLAS I10 COMPRESSOR #2,,2200000000,2210,AIF.086046,,,PLANT 2 2017
220088014,SP-140-S-CHILLER UNIT,,2200000000,2210,8001001,,,PLANT 2 2017
220088015,CTS-120-6P-TANK COOLING TOWER,,2200000000,2210,8001004,,,PLANT 2 2017
220088016,Compressor - Heat Treat,HTR,22HTR00000,2210,5479842,,,PLANT 1 2017
220088017,Generator Plant 2,,,2220,,,,PLANT 2 2017
220088018,Generator Plant 1,,,2210,,,,PLANT 1 2017
220088023,GD Gardner Denver VS80-110A,,,2220,,,,PLANT 2 2017
220088024,GD Gardner Denver Electra Saver II,,,2220,,,,PLANT 2 2017
220088025,Nano NRC1220 Dryer,,,2220,,,,PLANT 2 2017
220088027,Reverse Osmosis Water Filter Machine,,,2220,,,,PLANT 2 2017
220088034,GD Gardner Denver VS80-110A,,,2220,,,,PLANT 2 2017
220088035,Plant2 Air Drier,,,2220,,,,PLANT 2 2017
220088036,Plant 1 Water Treatment,,,2210,2094.0617,,,
220091002,ADCOLE 1310,,2200000000,2210,7730,04/01/2005,,PLANT 2 2017
220091003,Elastic Lift Test Machine,QCA,,,,,,WATERLOO 2017
